DATE,PROD ID,CPH L1,CPH L2,CPH L3,CPH L4,PROD NAME,REGULAR PRICE,DISCOUNTED PRICE,DISCOUNT RATE
2025/06/08,MYX63KH/A,iPhone,iPhone 16 Pro Max,iPhone 16 Pro Max,iPhone 16 Pro Max,IPHONE 16 PRO MAX DESERT 1TB-KOR,2500000.0,2425000.0,0.03
2025/06/08,MYX33KH/A,iPhone,iPhone 16 Pro Max,iPhone 16 Pro Max,iPhone 16 Pro Max,IPHONE 16 PRO MAX NATURAL 512GB-KOR,2200000.0,2134000.0,0.03
2025/06/08,MYX23KH/A,iPhone,iPhone 16 Pro Max,iPhone 16 Pro Max,iPhone 16 Pro Max,IPHONE 16 PRO MAX DESERT 512GB-KOR,2200000.0,2111000.0,0.0405
2025/06/08,MYX13KH/A,iPhone,iPhone 16 Pro Max,iPhone 16 Pro Max,iPhone 16 Pro Max,IPHONE 16 PRO MAX WHITE 512GB-KOR,2200000.0,2112000.0,0.04
2025/06/08,MYWY3KH/A,iPhone,iPhone 16 Pro Max,iPhone 16 Pro Max,iPhone 16 Pro Max,IPHONE 16 PRO MAX NATURAL 256GB-KOR,1900000.0,1824000.0,0.04
2025/06/08,MYWW3KH/A,iPhone,iPhone 16 Pro Max,iPhone 16 Pro Max,iPhone 16 Pro Max,IPHONE 16 PRO MAX WHITE 256GB-KOR,1900000.0,1836700.0,0.0333
2025/06/08,MYNX3KH/A,iPhone,iPhone 16 Pro,iPhone 16 Pro,iPhone 16 Pro,IPHONE 16 PRO NATURAL 1TB-KOR,2300000.0,2300000.0,0.0
2025/06/08,MYNT3KH/A,iPhone,iPhone 16 Pro,iPhone 16 Pro,iPhone 16 Pro,IPHONE 16 PRO WHITE 1TB-KOR,2300000.0,2231000.0,0.03
2025/06/08,MYNW3KH/A,iPhone,iPhone 16 Pro,iPhone 16 Pro,iPhone 16 Pro,IPHONE 16 PRO DESERT 1TB-KOR,2300000.0,2231000.0,0.03
2025/06/08,MYNQ3KH/A,iPhone,iPhone 16 Pro,iPhone 16 Pro,iPhone 16 Pro,IPHONE 16 PRO NATURAL 512GB-KOR,2000000.0,1940000.0,0.03
2025/06/08,MYNP3KH/A,iPhone,iPhone 16 Pro,iPhone 16 Pro,iPhone 16 Pro,IPHONE 16 PRO DESERT 512GB-KOR,2000000.0,1940000.0,0.03
2025/06/08,MYNJ3KH/A,iPhone,iPhone 16 Pro,iPhone 16 Pro,iPhone 16 Pro,IPHONE 16 PRO WHITE 256GB-KOR,1700000.0,1615000.0,0.05
2025/06/08,MYNL3KH/A,iPhone,iPhone 16 Pro,iPhone 16 Pro,iPhone 16 Pro,IPHONE 16 PRO NATURAL 256GB-KOR,1700000.0,1630000.0,0.0412
2025/06/08,MYNG3KH/A,iPhone,iPhone 16 Pro,iPhone 16 Pro,iPhone 16 Pro,IPHONE 16 PRO NATURAL 128GB-KOR,1550000.0,1472500.0,0.05
2025/06/08,MYNH3KH/A,iPhone,iPhone 16 Pro,iPhone 16 Pro,iPhone 16 Pro,IPHONE 16 PRO BLACK 256GB-KOR,1700000.0,1632000.0,0.04
2025/06/08,MYNE3KH/A,iPhone,iPhone 16 Pro,iPhone 16 Pro,iPhone 16 Pro,IPHONE 16 PRO WHITE 128GB-KOR,1550000.0,1494700.0,0.0357
2025/06/08,MYND3KH/A,iPhone,iPhone 16 Pro,iPhone 16 Pro,iPhone 16 Pro,IPHONE 16 PRO BLACK 128GB-KOR,1550000.0,1494900.0,0.0355
2025/06/08,MD274KH/A,iPhone,iPhone 16e,iPhone 16e,iPhone 16e,IPHONE 16E WHT 512GB-KOR,1440000.0,1440000.0,0.0
2025/06/08,MD1X4KH/A,iPhone,iPhone 16e,iPhone 16e,iPhone 16e,IPHONE 16E BLK 512GB-KOR,1440000.0,1440000.0,0.0
2025/06/08,MD1W4KH/A,iPhone,iPhone 16e,iPhone 16e,iPhone 16e,IPHONE 16E WHT 256GB-KOR,1137000.0,1137000.0,0.0
2025/06/08,MD1R4KH/A,iPhone,iPhone 16e,iPhone 16e,iPhone 16e,IPHONE 16E WHT 128GB-KOR,987000.0,987000.0,0.0
2025/06/08,MD1T4KH/A,iPhone,iPhone 16e,iPhone 16e,iPhone 16e,IPHONE 16E BLK 256GB-KOR,1140000.0,1140000.0,0.0
2025/06/08,MD1Q4KH/A,iPhone,iPhone 16e,iPhone 16e,iPhone 16e,IPHONE 16E BLK 128GB-KOR,990000.0,990000.0,0.0
2025/06/08,MR6G3KH/A,iPhone,iPhone 14 Plus,iPhone 14 Plus,iPhone 14 Plus,IPHONE 14 PLUS YELLOW 512GB-KOR,1540000.0,962000.0,0.3753
2025/06/08,MQ5G3KH/A,iPhone,iPhone 14 Plus,iPhone 14 Plus,iPhone 14 Plus,IPHONE 14 PLUS BLUE 512GB-KOR,1540000.0,962000.0,0.3753
2025/06/08,MQ5E3KH/A,iPhone,iPhone 14 Plus,iPhone 14 Plus,iPhone 14 Plus,IPHONE 14 PLUS PURPLE 512GB-KOR,1540000.0,962000.0,0.3753
2025/06/08,MQ5F3KH/A,iPhone,iPhone 14 Plus,iPhone 14 Plus,iPhone 14 Plus,IPHONE 14 PLUS RED 512GB-KOR,1540000.0,962000.0,0.3753
2025/06/08,MQ563KH/A,iPhone,iPhone 14 Plus,iPhone 14 Plus,iPhone 14 Plus,IPHONE 14 PLUS PURPLE 256GB-KOR,1240000.0,880000.0,0.2903
2025/06/08,MWY73KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 46 RG AL LB SB ML CEL-KOR,789000.0,789000.0,0.0
2025/06/08,MD7K4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WF CL 256GB SLV-KOR,929000.0,929000.0,0.0
2025/06/08,MPXN3KH/A,iPhone,iPhone 14,iPhone 14,iPhone 14,IPHONE 14 BLUE 512GB-KOR,1400000.0,960000.0,0.3143
2025/06/08,MWT13KH/A,iPad,iPad Pro,iPad Pro 13in (M4),iPad Pro 13in (M4),IPAD PRO 13 WF CL 2TB SP BLK NT-KOR,4049000.0,3849000.0,0.0494
2025/06/08,MVX63KH/A,iPad,iPad Pro,iPad Pro 13in (M4),iPad Pro 13in (M4),IPAD PRO 13 WIFI 1TB SP BLK-KOR,2999000.0,2759080.0,0.08
2025/06/08,MD4A4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WIFI 128GB BLU-KOR,528000.0,528000.0,0.0
2025/06/08,MD7H4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WF CL 128GB YLW-KOR,779000.0,779000.0,0.0
2025/06/08,MVX23KH/A,iPad,iPad Pro,iPad Pro 13in (M4),iPad Pro 13in (M4),IPAD PRO 13 WIFI 256GB SP BLK-KOR,2099000.0,1899000.0,0.0953
2025/06/08,MCNL4KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 128GB PUR-KOR,1249000.0,1211530.0,0.03
2025/06/08,MCG24KH/A,iPad,iPad Air,iPad Air 11in (M3),iPad Air 11in (M3),IPAD AIR 11 WF CL 256GB STL-KOR,1349000.0,1308530.0,0.03
2025/06/08,MCFX4KH/A,iPad,iPad Air,iPad Air 11in (M3),iPad Air 11in (M3),IPAD AIR 11 WF CL 128GB STL-KOR,1199000.0,1163030.0,0.03
2025/06/08,MWY23KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 46 SI AL BC SL CEL-KOR,789000.0,769000.0,0.0253
2025/06/08,MNKE3KH/A,Watch,Series 8,Series 8 Cell,Series 8 Cell,APPLE WATCH S8 45 SIL SS WT SP CEL-KOR,996910.0,996910.0,0.0
2025/06/08,MWR23KH/A,Accessories,iPad Accessories,iPad Keyboards,Magic Keyboard for iPad,IPAD MAGIC KEYBOARD 11 BLACK-KOR,449000.0,426550.0,0.05
2025/06/08,MRJ53KH/A,Watch,Series 9,Series 9 Cell,Series 9 Cell,APPLE WATCH S9 41 GD SS CL SB SM CEL-KOR,999000.0,931850.0,0.0672
2025/06/08,MWYY3KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 46 GD TI ST SB ML CEL-KOR,1069000.0,1049000.0,0.0187
2025/06/08,MXP63KH/A,AirPods,AirPods Non Pro,AirPods (4th Gen),AirPods (4th Gen) non-ANC,AIRPODS 4 A3050 A3053 A3058-KOR,199000.0,184900.0,0.0709
2025/06/08,MWYE3KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 46 SL TI BK SB ML CEL-KOR,1069000.0,1049000.0,0.0187
2025/06/08,MX073KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 42 GD TI ST SB ML CEL-KOR,999000.0,979000.0,0.02
2025/06/08,MC7Q4KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 46 NT TI NT ML SM CEL-KOR,1139000.0,1139000.0,0.0
2025/06/08,MXGL3KH/A,Watch,Watch SE (2nd Gen),Watch SE (2nd Gen) Cell,Watch SE (2nd Gen) Cell,APPLE WATCH SE 44 MI AL MI SB SM CEL-KOR,439000.0,403880.0,0.08
2025/06/08,MXGT3KH/A,Watch,Watch SE (2nd Gen),Watch SE (2nd Gen) Cell,Watch SE (2nd Gen) Cell,APPLE WATCH SE 44 ST AL ST SB SM CEL-KOR,439000.0,403880.0,0.08
2025/06/08,MQH73KH/A,Mac,Mac Studio,Mac Studio,Mac Studio J475,MAC STUDIO/12C CPU/30C GPU/32G/512GB-KOR,2990000.0,2990000.0,0.0
2025/06/08,MXEQ3KH/A,Watch,Watch SE (2nd Gen),Watch SE (2nd Gen) GPS,Watch SE (2nd Gen) GPS,APPLE WATCH SE 44 SI AL DN SB SM GPS-KOR,369000.0,339480.0,0.08
2025/06/08,MXEP3KH/A,Watch,Watch SE (2nd Gen),Watch SE (2nd Gen) GPS,Watch SE (2nd Gen) GPS,APPLE WATCH SE 44 MI AL INK SL GPS-KOR,369000.0,339480.0,0.08
2025/06/08,MU9E3KH/A,Mac,Mac Mini,Mac Mini,Mac Mini J773,MAC MINI/10C CPU/10C GPU/16GB/512GB-KOR,1190000.0,1140300.0,0.0418
2025/06/08,MXE93KH/A,Watch,Watch SE (2nd Gen),Watch SE (2nd Gen) GPS,Watch SE (2nd Gen) GPS,APPLE WATCH SE 40 MI AL MI SB ML GPS-KOR,329000.0,308990.0,0.0608
2025/06/08,MXNG2KH/A,Mac,Mac Mini,Mac Mini,Mac Mini J174A,MAC MINI SG/3.0GHZ 6C/8GB/512GB-KOR,1372460.0,1372460.0,0.0
2025/06/08,MXEK3KH/A,Watch,Watch SE (2nd Gen),Watch SE (2nd Gen) GPS,Watch SE (2nd Gen) GPS,APPLE WATCH SE 44 MI AL MI SB ML GPS-KOR,369000.0,339480.0,0.08
2025/06/08,MCYT4KH/A,Mac,Mac Mini,Mac Mini,Mac Mini J773,MAC MINI/10C CPU/10C GPU/24GB/512GB-KOR,1490000.0,1445300.0,0.03
2025/06/08,MX2E2KH/A,Accessories,Watch Accessories,Watch Cables & Other,Other Watch Cables,APPLE WATCH CHARGE CABLE USB-A (1 M)-KOR,45000.0,45000.0,0.0
2025/06/08,MVXT3KH/A,iPad,iPad Pro,iPad Pro 13in (M4),iPad Pro 13in (M4),IPAD PRO 13 WF CL 256GB SILVER-KOR,2399000.0,2297000.0,0.0425
2025/06/08,MXPT3KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI CL 256GB SPACE GRAY -KOR,1149000.0,1091550.0,0.05
2025/06/08,MYQW3KH/A,Accessories,iPad Accessories,iPad Pencils,Apple Pencil 1,APPLE PENCIL 1ST GEN-KOR,149000.0,149000.0,0.0
2025/06/08,MWRY3KH/A,iPad,iPad Pro,iPad Pro 13in (M4),iPad Pro 13in (M4),IPAD PRO 13 WF CL 1TB SP BLK NT-KOR,3449000.0,3249000.0,0.058
2025/06/08,MU1M3KH/A,iPhone,iPhone 15 Plus,iPhone 15 Plus,iPhone 15 Plus,IPHONE 15 PLUS YELLOW 512GB-KOR,1700000.0,1700000.0,0.0
2025/06/08,MPUF3KH/A,iPhone,iPhone 14,iPhone 14,iPhone 14,IPHONE 14 MIDNIGHT 128GB-KOR,950000.0,950000.0,0.0
2025/06/08,MVX73KH/A,iPad,iPad Pro,iPad Pro 13in (M4),iPad Pro 13in (M4),IPAD PRO 13 WIFI 1TB SILVER-KOR,2999000.0,2799000.0,0.0667
2025/06/08,MXCJ3KH/A,Accessories,Mac Accessories,Mac Input Devices,Keyboards,MAGIC KEYBOARD WITH NUMERIC KEYPAD-KOR,169000.0,157170.0,0.07
2025/06/08,MXK83KH/A,Accessories,Mac Accessories,Mac Input Devices,Keyboards,MAGIC KEYBOARD TOUCH ID NUM KEY BL-KOR,279000.0,265050.0,0.05
2025/06/08,MXCL3KH/A,Accessories,Mac Accessories,Mac Input Devices,Keyboards,MAGIC KEYBOARD-KOR,139000.0,132050.0,0.05
2025/06/08,MWX93KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 42 RG AL LB SB SM CEL-KOR,749000.0,729000.0,0.0267
2025/06/08,MXCK3KH/A,Accessories,Mac Accessories,Mac Input Devices,Keyboards,MAGIC KEYBOARD TOUCH ID-KOR,199000.0,189050.0,0.05
2025/06/08,MVVH3KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WIFI 2TB SILVER-KOR,3099000.0,2665140.0,0.14
2025/06/08,MWXA3KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 42 RG AL LB SB ML CEL-KOR,749000.0,729000.0,0.0267
2025/06/08,MVW33KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WF CL 512GB SP BLK-KOR,2199000.0,2199000.0,0.0
2025/06/08,MWX33KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 42 SI AL DN SB SM CEL-KOR,749000.0,729000.0,0.0267
2025/06/08,MWWN3KH/A,Watch,Series 10,Series 10 GPS,Series 10 GPS,APPLE WATCH 10 46 SI AL BC SL GPS-KOR,639000.0,607050.0,0.05
2025/06/08,MWX73KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 42 JB AL BK SB ML CEL-KOR,749000.0,729000.0,0.0267
2025/06/08,MX053KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 42 SL TI SL ML CEL-KOR,1069000.0,1069000.0,0.0
2025/06/08,MVW63KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WF CL 1TB SILVER-KOR,2799000.0,2659050.0,0.05
2025/06/08,MVVE3KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WIFI 1TB SP BLK-KOR,2499000.0,2124150.0,0.15
2025/06/08,MVW13KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WF CL 256GB SP BLK-KOR,1899000.0,1842030.0,0.03
2025/06/08,MWV03KH/A,Mac,iMac,iMac 21/24,iMac 24 J624,"IMAC 24"" GRN/10CCPU/10CGPU/16GB/512-KOR",2590000.0,2408700.0,0.07
2025/06/08,MWWH3KH/A,Watch,Series 10,Series 10 GPS,Series 10 GPS,APPLE WATCH 10 42 RG AL LB SB SM GPS-KOR,599000.0,569050.0,0.05
2025/06/08,MVW73KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WF CL 2TB SP BLK-KOR,3399000.0,3002090.0,0.1168
2025/06/08,MWWL3KH/A,Watch,Series 10,Series 10 GPS,Series 10 GPS,APPLE WATCH 10 46 SI AL DN SB SM GPS-KOR,639000.0,575100.0,0.1
2025/06/08,MVW43KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WF CL 512GB SILVER-KOR,2199000.0,2199000.0,0.0
2025/06/08,MPVX3KH/A,iPhone,iPhone 14,iPhone 14,iPhone 14,IPHONE 14 MIDNIGHT 256GB-KOR,1100000.0,1100000.0,0.0
2025/06/08,MVV83KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WIFI 256GB SP BLK-KOR,1599000.0,1399000.0,0.1251
2025/06/08,MV2L3KH/A,iPad,iPad Air,iPad Air 13in (M2),iPad Air 13in (M2),IPAD AIR 13 WIFI 512GB STL-KOR,1699000.0,1599530.0,0.0585
2025/06/08,MVVD3KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WIFI 512GB SILVER-KOR,1899000.0,1842030.0,0.03
2025/06/08,MXPP3KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI CL 128GB BLUE-KOR,999000.0,949050.0,0.05
2025/06/08,MXE13KH/A,Mac,MacBook Pro,MacBook Pro 13/14,MacBook Pro 14in J504,MBP 14 SL/8C/10C GPU/16GB/1TB-KOR,2930000.0,2389730.0,0.1844
2025/06/08,MCR24KH/A,Mac,iMac,iMac 21/24,iMac 24 J624,"IMAC 24"" SLV/10CCPU/10CGPU/24GB/512-KOR",2890000.0,2890000.0,0.0
2025/06/08,MYHD3KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI CL 512GB BLUE-KOR,1449000.0,1376550.0,0.05
2025/06/08,MXPY3KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI CL 256GB PURP-KOR,1149000.0,1091550.0,0.05
2025/06/08,MYH23KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI 512GB STARLIGHT-KOR,1199000.0,1115070.0,0.07
2025/06/08,MXPW3KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI CELLULAR 256GB BLUE-KOR,1149000.0,1091550.0,0.05
2025/06/08,MR513KH/A,iPhone,iPhone 14,iPhone 14,iPhone 14,IPHONE 14 YELLOW 512GB-KOR,1400000.0,960000.0,0.3143
2025/06/08,MWWF3KH/A,Watch,Series 10,Series 10 GPS,Series 10 GPS,APPLE WATCH 10 42 JB AL BK SB ML GPS-KOR,599000.0,569050.0,0.05
2025/06/08,MXPX3KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI CL 256GB STARLIGHT-KOR,1149000.0,1091550.0,0.05
2025/06/08,MWWD3KH/A,Watch,Series 10,Series 10 GPS,Series 10 GPS,APPLE WATCH 10 42 SI AL BC SL GPS-KOR,599000.0,579000.0,0.0334
2025/06/08,MXPR3KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI CL 128GB PURP-KOR,999000.0,949050.0,0.05
2025/06/08,MTPH3KH/A,iPhone,iPhone 15,iPhone 15,iPhone 15,IPHONE 15 GREEN 512GB-KOR,1540000.0,1540000.0,0.0
2025/06/08,MXPN3KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI CL 128GB SPACE GRAY-KOR,999000.0,949050.0,0.05
2025/06/08,MYH13KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI 512GB BLUE-KOR,1199000.0,1115070.0,0.07
2025/06/08,MWV53KH/A,Mac,iMac,iMac 21/24,iMac 24 J624,"IMAC 24"" PNK/10CCPU/10CGPU/16GB/512-KOR",2590000.0,2408700.0,0.07
2025/06/08,MYH33KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI 512GB PURPLE-KOR,1199000.0,1115070.0,0.07
2025/06/08,MWWE3KH/A,Watch,Series 10,Series 10 GPS,Series 10 GPS,APPLE WATCH 10 42 JB AL BK SB SM GPS-KOR,599000.0,569050.0,0.05
2025/06/08,MCQ24KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 1TB STL-KOR,1999000.0,1939030.0,0.03
2025/06/08,MXNE3KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI 256GB PURPLE-KOR,899000.0,836070.0,0.07
2025/06/08,MPWP3KH/A,iPhone,iPhone 14,iPhone 14,iPhone 14,IPHONE 14 BLUE 256GB-KOR,1100000.0,1100000.0,0.0
2025/06/08,MXND3KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI 256GB STARLIGHT-KOR,899000.0,836070.0,0.07
2025/06/08,MQ513KH/A,iPhone,iPhone 14 Plus,iPhone 14 Plus,iPhone 14 Plus,IPHONE 14 PLUS RED 128GB-KOR,1090000.0,790000.0,0.2752
2025/06/08,MXNC3KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI 256GB BLUE-KOR,899000.0,836070.0,0.07
2025/06/08,MYGY3KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI 512GB SPACE GRAY-KOR,1199000.0,1115070.0,0.07
2025/06/08,MW2K3KH/A,Accessories,Connectivity Accessories,Mac Power,35W Power Adapter,35W DUAL USB-C POWER ADAPTER-KOR,85000.0,85000.0,0.0
2025/06/08,MXN53KH/A,Accessories,Connectivity Accessories,Mac Power,61/67W Power Adapter,70W USB-C POWER ADAPTER-KOR,85000.0,85000.0,0.0
2025/06/08,MW2L3KH/A,Accessories,Connectivity Accessories,Mac Power,87/96W Power Adapter,96W USB-C POWER ADAPTER-KOR,99000.0,89000.0,0.101
2025/06/08,MUW13KH/A,Accessories,Connectivity Accessories,Mobile Power,18W/20W Power Adapter,20W USB-C POWER ADAPTER-KOR,28000.0,25890.0,0.0754
2025/06/08,MW2G3KH/A,Accessories,Connectivity Accessories,Mac Power,29/30W Power Adapter,30W USB-C POWER ADAPTER-KOR,50000.0,45000.0,0.1
2025/06/08,MXNA3KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI 256GB SPACE GRAY-KOR,899000.0,836070.0,0.07
2025/06/08,MXN73KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI 128GB BLUE-KOR,749000.0,696570.0,0.07
2025/06/08,MTPG3KH/A,iPhone,iPhone 15,iPhone 15,iPhone 15,IPHONE 15 BLUE 512GB-KOR,1540000.0,1540000.0,0.0
2025/06/08,MCQ04KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 1TB SPG-KOR,1999000.0,1939030.0,0.03
2025/06/08,MXN93KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI 128GB PURPLE-KOR,749000.0,696570.0,0.07
2025/06/08,MXN83KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI 128GB STARLIGHT-KOR,749000.0,696570.0,0.07
2025/06/08,MXN63KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI 128GB SPACE GRAY-KOR,749000.0,696570.0,0.07
2025/06/08,MWWC3KH/A,Watch,Series 10,Series 10 GPS,Series 10 GPS,APPLE WATCH 10 42 SI AL DN SB ML GPS-KOR,599000.0,569050.0,0.05
2025/06/08,MXGM3KH/A,Watch,Watch SE (2nd Gen),Watch SE (2nd Gen) Cell,Watch SE (2nd Gen) Cell,APPLE WATCH SE 44 MI AL MI SB ML CEL-KOR,439000.0,403880.0,0.08
2025/06/08,MCNR4KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 256GB PUR-KOR,1399000.0,1357030.0,0.03
2025/06/08,MCNQ4KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 256GB STL-KOR,1399000.0,1357030.0,0.03
2025/06/08,MWWA3KH/A,Watch,Series 10,Series 10 GPS,Series 10 GPS,APPLE WATCH 10 42 SI AL DN SB SM GPS-KOR,599000.0,569050.0,0.05
2025/06/08,MCNH4KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 128GB SPG-KOR,1249000.0,1211530.0,0.03
2025/06/08,MWWJ3KH/A,Watch,Series 10,Series 10 GPS,Series 10 GPS,APPLE WATCH 10 42 RG AL LB SB ML GPS-KOR,599000.0,579000.0,0.0334
2025/06/08,MCQ14KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 1TB BLU-KOR,1999000.0,1939030.0,0.03
2025/06/08,MXGU3KH/A,Watch,Watch SE (2nd Gen),Watch SE (2nd Gen) Cell,Watch SE (2nd Gen) Cell,APPLE WATCH SE 44 ST AL ST SB ML CEL-KOR,439000.0,403880.0,0.08
2025/06/08,MCNN4KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 256GB SPG-KOR,1399000.0,1357030.0,0.03
2025/06/08,MCQ34KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 1TB PUR-KOR,1999000.0,1939030.0,0.03
2025/06/08,MCNT4KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 512GB SPG-KOR,1699000.0,1648030.0,0.03
2025/06/08,MXGQ3KH/A,Watch,Watch SE (2nd Gen),Watch SE (2nd Gen) Cell,Watch SE (2nd Gen) Cell,APPLE WATCH SE 44 SI AL DN SB ML CEL-KOR,439000.0,403880.0,0.08
2025/06/08,MWV13KH/A,Mac,iMac,iMac 21/24,iMac 24 J624,"IMAC 24"" BLU/10CCPU/10CGPU/16GB/256-KOR",2290000.0,2129700.0,0.07
2025/06/08,MCNY4KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 512GB PUR-KOR,1699000.0,1648030.0,0.03
2025/06/08,MCNX4KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 512GB STL-KOR,1699000.0,1648030.0,0.03
2025/06/08,MCNK4KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 128GB STL-KOR,1249000.0,1211530.0,0.03
2025/06/08,MWV43KH/A,Mac,iMac,iMac 21/24,iMac 24 J624,"IMAC 24"" PNK/10CCPU/10CGPU/16GB/256-KOR",2290000.0,2129700.0,0.07
2025/06/08,MCNP4KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 256GB BLU-KOR,1399000.0,1357030.0,0.03
2025/06/08,MCNW4KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 512GB BLU-KOR,1699000.0,1648030.0,0.03
2025/06/08,MXGP3KH/A,Watch,Watch SE (2nd Gen),Watch SE (2nd Gen) Cell,Watch SE (2nd Gen) Cell,APPLE WATCH SE 44 SI AL DN SB SM CEL-KOR,439000.0,403880.0,0.08
